date,shipment_id,hs_code,industry,product_description,buyer_country,buyer,destination_port,seller_country,seller,origin_port,unit,quantity,value_usd,unit_price
20-12-2022,8483768201,87085000,Vehicles,CIRCLIP I-B-CVJ2211-014 11-22#BJ87U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"5,000",$83.78,$0.02
20-12-2022,8483768199,87085000,Vehicles,SNAP RING I-B-CVJ2211-022 12-2#BJ75U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"30,000",$976.66,$0.03
20-12-2022,8483768198,87085000,Vehicles,CIRCLIP I-B-CVJ2211-009 11-76#BJ87U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"2,000",$130.94,$0.07
20-12-2022,8483768196,39269099,Plastics,PLASTIC BOOT I-B-CVJ2211-005 17-174#ETJ79U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"4,104","$5,199.87",$1.27
20-12-2022,8483768195,87085000,Vehicles,CIRCLIP I-B-CVJ2211-023 11-86#BJ95U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"28,000","$1,209.81",$0.04
20-12-2022,8483768194,87085000,Vehicles,CIRCLIP I-B-CVJ2211-002 11-61#BJ75U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"20,000",$490.72,$0.02
20-12-2022,8483768193,87085000,Vehicles,CIRCLIP I-B-CVJ2211-026 11-16#BJ75U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"5,000",$61.64,$0.01
20-12-2022,8483768191,87085000,Vehicles,SNAP RING I-B-CVJ2211-001 12-7#BJ82U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,500,$21.42,$0.04
20-12-2022,8483768190,87085000,Vehicles,SNAP RING I-B-CVJ2211-012 12-8#BJ79U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"20,000",$768.40,$0.04
20-12-2022,8483768187,87085000,Vehicles,TRUNNION I-B-CVJ2211-024 7-34#PTJ87*D601(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"1,800","$3,427.00",$1.90
20-12-2022,8483768186,87085000,Vehicles,TRUNNION I-B-CVJ2211-024 7-34#PTJ87*D601(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"3,600","$6,854.00",$1.90
20-12-2022,8483768185,87085000,Vehicles,TRUNNION I-B-CVJ2211-024 7-34#PTJ87*D601(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"2,600","$4,950.11",$1.90
20-12-2022,8483768184,87085000,Vehicles,CASSETTE I-B-CVJ2211-010 EBJ87MK122-98*D803(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"2,605","$8,822.70",$3.39
20-12-2022,8483768183,84829119,Machinery and Mechanical Appliances,BALL BEARING I-B-CVJ2211-017 2TS2-SC08B28LLSA X4CM30PX1/L417V2(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,468,"$2,384.64",$5.10
20-12-2022,8483768181,87085000,Vehicles,SNAP RING I-B-CVJ2211-016 12-6#BJ68U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,500,$20.82,$0.04
20-12-2022,8483768179,87085000,Vehicles,SNAP RING I-B-CVJ2211-025 12-1#BJ82U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"3,000",$121.00,$0.04
20-12-2022,8483768178,87085000,Vehicles,SNAP RING I-B-CVJ2211-021 12-36#BJ100U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"6,000","$1,549.73",$0.26
20-12-2022,8483768177,84829119,Machinery and Mechanical Appliances,BALL BEARING I-B-CVJ2211-017 2TS2-SC08B28LLSA X4CM30PX1/L417V2(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"2,246","$11,444.25",$5.10
20-12-2022,8483768176,87085000,Vehicles,CASSETTE I-B-CVJ2211-010 EBJ87MK122-98*D803(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"2,800","$9,483.13",$3.39
20-12-2022,8483768175,87085000,Vehicles,CASSETTE I-B-CVJ2211-010 EBJ87MK122-98*D803 (CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"3,000","$10,160.50",$3.39
20-12-2022,8483768174,87085000,Vehicles,BOOT BAND I-B-CVJ2211-004 20-15#BJ71U0D (CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,500,$50.15,$0.10
20-12-2022,8483768173,87085000,Vehicles,CIRCLIP I-B-CVJ2211-027 11-1#BJ82U0D(CONSTANT VELOCITY UNIVERSAL JOINT PARTS(FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"50,000","$1,089.16",$0.02
20-12-2022,8482731432,87089900,Vehicles,I-B-CVJ2212 29-2415#BJ92 (SHAFT) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),JAPAN,NTN CORPORATION.,TOKYO,PCS,60,"$2,055.20",$34.25
20-12-2022,8482731431,87089900,Vehicles,I-B-CVJ2212 PTJ92B0356 (SUB ASSY) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),JAPAN,NTN CORPORATION.,TOKYO,PCS,60,"$7,297.74",$121.63
20-12-2022,8482729592,84839000,Machinery and Mechanical Appliances,UNIVERSAL JOINT (PART NO. UJ-1952) (PARTS OF MECHANICAL CONTROL CABLE FOR AUTOMOTIVE INDUSTRIES),INDIA,EXCEL CONTROL LINKAGE PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),CHINA,HANGZHOU NEW CENTURY UNIVERSAL,BEIJING,PCS,"4,080","$5,534.92",$1.36
19-12-2022,8484759435,74122090,Copper / Articles of copper,UNIVERSAL JOINT UNCA8 (STANDARD COMPONENTS FOR PRESS DIE ANDPLASTIC MOLD),INDIA,MISUMI INDIA PRIVATE LIMITED,TUGHLAKABAD (INTKD6),JAPAN,MISUMI CORPORATION,TOKYO,NOS,10,$75.39,$7.54
19-12-2022,8483765759,87085000,Vehicles,27200-83813 JOINT ASSY UNIVERSAL (INPUTS FOR SPARE PARTS),INDIA,MARUTI SUZUKI INDIA LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,SUZUKU MOTOR CORPORATION,SHIMIZU,NOS,40,$563.05,$14.08
19-12-2022,8483385916,90213100,Engineering,FEMORAL CONDYLE STEM EXTENSION UNIVERSAL STEM FOR KNEE JOINT(ORTHOPAEDIC SURGICAL INSTRUMENTS L30/E9),INDIA,KALYX INDIA HEALTHCARE PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),CHINA,BEIJING CHUNLIZHENGDA MEDICAL INSTRUMENTS CO LTD,BEIJING,NOS,30,$949.97,$31.67
19-12-2022,8482710172,84839000,Machinery and Mechanical Appliances,UNIVERSAL JOINT (PART NO. UJ-1952) (PARTS OF MECHANICAL CONTROL CABLE FOR AUTOMOTIVE INDUSTRIES),INDIA,EXCEL CONTROL LINKAGE PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),CHINA,HANGZHOU NEW CENTURY UNIVERSAL,SHANGHAI PU DONG APT,PCS,"2,040","$2,673.46",$1.31
19-12-2022,8482710171,84839000,Machinery and Mechanical Appliances,UNIVERSAL JOINT (PART NO. UJ-2513) (PARTS OF MECHANICAL CONTROL CABLE FOR AUTOMOTIVE INDUSTRIES),INDIA,EXCEL CONTROL LINKAGE PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),CHINA,HANGZHOU NEW CENTURY UNIVERSAL,SHANGHAI PU DONG APT,PCS,200,"$1,193.51",$5.97
19-12-2022,8481795443,84836090,Machinery and Mechanical Appliances,5 PCS-Q4569073-DRIVE JOINT UNIVERSAL TYPE\25D/25DX364L\42ST\COUP2EA\DWG NO:PMSPL-CAL-CPL220728\FOR PMSPL CAL CPL SIDE P,INDIA,POSCO MAHARASHTRA STEEL PRIVATE LIMITED,NHAVA SHEVA SEA (INNSA1),SOUTH KOREA,ENTOB CORPORATION,BUSAN(KOREA),NOS,5,"$1,954.34",$390.87
19-12-2022,8481123090,84313910,Machinery and Mechanical Appliances,UNIVERSAL JOINT (FOR DIGITAL PICKING SYSTEM PARTS),INDIA,BAJAJ AUTO LIMITED,BOMBAY AIR CARGO (INBOM4),UNITED STATES,BASTIAN SOLUTIONS LLC,HOUSTON,NOS,3,$615.14,$205.05
18-12-2022,8484616407,84529099,Machinery and Mechanical Appliances,PL#105 UNIVERSAL JOINT (ATTACHMENTS FOR INDUSTRIAL SEWING MACHINE),INDIA,HARI CHAND ANAND & CO.,PATPARGANJ (INPPG6),TAIWAN,RACING SEWING MACHINE CO LTD,KAOHSIUNG,PCS,20,$290.51,$14.53
18-12-2022,8484616397,84529099,Machinery and Mechanical Appliances,PL#100+#101 UNIVERSAL JOINT (ATTACHMENTS FOR INDUSTRIAL SEWING MACHINE),INDIA,HARI CHAND ANAND & CO.,PATPARGANJ (INPPG6),TAIWAN,RACING SEWING MACHINE CO LTD,KAOHSIUNG,PCS,20,$401.91,$20.10
18-12-2022,8484433637,84833000,Machinery and Mechanical Appliances,UNIVERSAL JOINT SFIK6F-836-269.009 (SPARE PARTS FOR ROTOR SPINNING TEXTILE MACHINE),INDIA,SRI JAYAJOTHI & CO LIMITED,CHENNAI AIR CARGO (INMAA4),GERMANY,SAURER SPINNING SOLUTIONS GMBH AND CO KG,COLOGNE,NOS,1,$8.64,$8.65
18-12-2022,8484149519,84839000,Machinery and Mechanical Appliances,RM59286339 SHAFT COUPLINGS EXCEPT UNIVERSAL JOINTS,INDIA,VOLVO CE INDIA PRIVATE LIMITED,CHENNAI SEA (INMAA1),UNITED STATES,LOVEJOY LLC,NEW YORK,PCS,9,$463.81,$51.53
18-12-2022,8484149518,84839000,Machinery and Mechanical Appliances,RM59286339 SHAFT COUPLINGS EXCEPT UNIVERSAL JOINTS,INDIA,VOLVO CE INDIA PRIVATE LIMITED,CHENNAI SEA (INMAA1),UNITED STATES,LOVEJOY LLC,NEW YORK,PCS,4,$206.13,$51.53
18-12-2022,8484149517,84839000,Machinery and Mechanical Appliances,RM59286339 SHAFT COUPLINGS EXCEPT UNIVERSAL JOINTS,INDIA,VOLVO CE INDIA PRIVATE LIMITED,CHENNAI SEA (INMAA1),UNITED STATES,LOVEJOY LLC,NEW YORK,PCS,27,"$1,391.44",$51.53
18-12-2022,8482686035,87089900,Vehicles,UNIVERSAL JOINT (SPARE PARTS)(SAMPLE),INDIA,SABATO EXPORTS PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),NIGERIA,GONGES INVESTMENT COMPANY LTD,LAGOS,NOS,1,$2.52,$2.53
17-12-2022,8484755706,84836090,Machinery and Mechanical Appliances,38057 UNIVERSAL JOINT (FOR AGRICULTURAL USE),INDIA,A R B BEARINGS LIMITED,TUGHLAKABAD (INTKD6),CHINA,NINGBO SHENMENG MACHINERY CO LTD,NINGBO,NOS,"3,000","$9,988.84",$3.33
17-12-2022,8484138184,84836090,Machinery and Mechanical Appliances,BJ125ACB190 CONSTANT VELOCITY UNIVERSAL JOINT (FOR INDUSTRIAL MACHINERY) 30XX 0 MM 12.88 KG,INDIA,NTN BEARING INDIA PRIVATE LIMITED,CHENNAI SEA (INMAA1),JAPAN,NTN CORPORATION.,NAGOYA,PCS,13,"$2,522.76",$194.06
17-12-2022,8484137823,73079990,Iron and Steel,UNIVERSAL JOINT YFH2216(FOC ITEM),INDIA,CRAFTSMAN AUTOMATION LIMITED,CHENNAI SEA (INMAA1),JAPAN,MITSUBISHI HEAVY INDUSTRIES MACHINERY SYSTEMS LTD,KOBE,PCS,1,$274.24,$274.24
17-12-2022,8484137625,73079990,Iron and Steel,UNIVERSAL JOINT YFH2216,INDIA,CRAFTSMAN AUTOMATION LIMITED,CHENNAI SEA (INMAA1),JAPAN,MITSUBISHI HEAVY INDUSTRIES MACHINERY SYSTEMS LTD,KOBE,PCS,1,$272.78,$272.79
17-12-2022,8483919612,87085000,Vehicles,SNAP RING (PART NO.12-2#BJ75U0H) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"8,000",$253.74,$0.03
17-12-2022,8483919611,87085000,Vehicles,TRIPOD KIT (PART NO. ETJ82K002*H806) (TOTAL: 105\498 PCS) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"12,000","$45,034.11",$3.75
17-12-2022,8483919609,73182990,Iron and Steel,CIRCLIP (PART NO. 11-80#BJ87U0H) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"8,000",$440.45,$0.06
17-12-2022,8483919608,87085000,Vehicles,SNAP RING (PART NO. 12-8#BJ82U0H) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"8,000",$170.43,$0.02
17-12-2022,8483919607,84829111,Machinery and Mechanical Appliances,BEARING PARTS (STEEL BALL) (PART NO. D0#17/32G20) (TOTAL: 36300 PCS) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"161,700","$6,193.17",$0.04
17-12-2022,8483919606,34039900,Soaps /  Detergents,GREASE (PETROLEUM CONTENTS OVER 70%) (PART NO.GR#L770-180) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,6,"$8,175.97","$1,362.66"
17-12-2022,8483919604,34039900,Soaps /  Detergents,GREASE (PETROLEUM CONTENTS OVER 70%) (PART NO.GR#L782-180) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,10,"$5,660.31",$566.03
17-12-2022,8483919603,87085000,Vehicles,CASSETTE (PART NO. D0J95EK142-110-B*H) (TOTAL: 400 PCS) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,400,"$2,005.88",$5.01
17-12-2022,8483919602,73182990,Iron and Steel,CIRCLIP (PART NO. 11-85#BJ87U0H ) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"8,000",$758.34,$0.09
17-12-2022,8483919601,73269099,Iron and Steel,BOOT BAND (PART NO.20-111#BJ87U0H) (TOTAL:9\000 PCS) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"9,000",$726.03,$0.08
17-12-2022,8483919600,87085000,Vehicles,CASSETTE (PART NO. EBJ87MK122-98*H803) (TOTAL: 16798 PCS) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"16,798","$55,538.95",$3.31
17-12-2022,8483919599,87085000,Vehicles,CASSETTE (PART NO. UJ95K92-106*H803) (TOTAL: 400 PCS) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,300,"$1,306.35",$4.35
17-12-2022,8483919598,34039900,Soaps /  Detergents,GREASE (PETROLEUM CONTENTS OVER 70%) (PART NO.GR#L614-180 )(CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,13,"$8,387.91",$645.22
17-12-2022,8483919597,73182990,Iron and Steel,CIRCLIP (PART NO. 11-1#BJ82U0H ) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"15,000",$319.56,$0.02
17-12-2022,8483919596,73182990,Iron and Steel,CIRCLIP (PART NO. 11-101#BJ82U0H) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"4,000",$420.34,$0.11
17-12-2022,8483919595,73182990,Iron and Steel,CIRCLIP (PART NO. 11-44#BJ82U0H) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"9,000",$216.51,$0.02
17-12-2022,8483919594,73182990,Iron and Steel,CIRCLIP (PART NO. 11-80#BJ82U0H) (CONSTANT VELOCITY UNIVERSAL JOINT PARTS (FOR CARS)),INDIA,NTN NEI MANUFACTURING INDIA PRIVATE LIMITED,KATTUPALLI (INKAT1),JAPAN,NTN CORPORATION.,NAGOYA,NOS,"7,000","$1,085.81",$0.16
17-12-2022,8481813655,84779000,Machinery and Mechanical Appliances,SPARE PARTS FOR CRACKER AND PLAIN MILLS -CARDEN SHAFT MODEL-SWC 285 DH\LMIN 1070L MM FOR FEED MILL HFE 10,INDIA,BALKRISHNA INDUSTRIES LIMITED,NHAVA SHEVA SEA (INNSA1),CHINA,ORM INTERNATINAL TECH AND TRADING CO LTD,SHANGHAI,NOS,1,"$2,115.34","$2,115.34"
16-12-2022,8484753018,84831099,Machinery and Mechanical Appliances,DRIVE SHAFT COMPONENTS\ 52 X 133 UNIVERSAL JOINT,INDIA,RAGHUNATH UDYOG,TUGHLAKABAD (INTKD6),CHINA,HANGZHOU BRIN AUTO PARTS CO.LTD.,SHANGHAI PT,NOS,20,$161.66,$8.08
16-12-2022,8484129127,87089400,Vehicles,1090-317 * BK (5) - SPIDER KIT - (PARTS FOR UNIVERSAL JOINTS) (CAPTIVE CONSUMPTION),INDIA,RANE NSK STEERING SYSTEMS PRIVATE LIMITED,CHENNAI SEA (INMAA1),JAPAN,NSK LTD,TOKYO,NOS,300,$247.11,$0.82
16-12-2022,8484129122,87089400,Vehicles,1090-313 * BK (5) - SPIDER KIT - (PARTS FOR UNIVERSAL JOINTS) (CAPTIVE CONSUMPTION),INDIA,RANE NSK STEERING SYSTEMS PRIVATE LIMITED,CHENNAI SEA (INMAA1),JAPAN,NSK LTD,TOKYO,NOS,"21,000","$7,947.57",$0.38
16-12-2022,8483764789,73181600,Iron and Steel,09159-18003 NUT\UNIVERSAL JOINT (INPUTS FOR SPARE PARTS),INDIA,MARUTI SUZUKI INDIA LIMITED,GARHI HARSARU - GURGAON ICD (INGHR6),JAPAN,SUZUKU MOTOR CORPORATION,SHIMIZU,NOS,"2,000","$1,367.79",$0.68
16-12-2022,8483365754,84836090,Machinery and Mechanical Appliances,CH 59435 UNIVERSAL JOINT (PARTS OF VOLVO CONSTRUCTION EQUIPMENT),INDIA,VOLVO GROUP INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),SWEDEN,VALVO PARTS CORPORATION,BRUXELLES (BRUSSEL),PCS,2,$155.16,$77.58
16-12-2022,8482619152,84836090,Machinery and Mechanical Appliances,DIN 808-28-B14-60-EG UNIVERSAL JOINTS WITH FRICTION BEARING(MACHINERY PARTS),INDIA,ELESA AND GANTER INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),GERMANY,OTTO GANTER GMBH AND CO KG,STUTTGART,NOS,5,$85.82,$17.16
16-12-2022,8482599511,84831099,Machinery and Mechanical Appliances,SYNCHRONOUS UNIVERSAL JOINT\ MMAX 220 MMAX 2200 NM/SIZE 13 (535304) (SPARE PART OF BOPP FILMS MACHINE),INDIA,TOPPAN SPECIALITY FILMS PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),GERMANY,BR CKNER SERVTEC GMBH,,NOS,1,"$1,176.56","$1,176.57"
16-12-2022,8481051127,40169990,Rubber,SPARE PARTS FOR THE PUMP TYPE BN 52-6L-MANRO06001700XXXXX UNIVERSAL JOINT SLEEVE 60/17 EPDM -EUR1 CERTIFICATE / SUPPLIE,INDIA,GLOBUS ENGINEERING,BOMBAY AIR CARGO (INBOM4),GERMANY,SEEPEX GMBH,,KGS,0.3,$121.34,$404.50
15-12-2022,8484795611,87089900,Vehicles,26117610061 UNIVERSAL JOINT,INDIA,BMW INDIA PRIVATE LIMITED,PUNE-TALEGOAN ICD (INTLG6),GERMANY,BMW AG,HAMBURG,KGS,13.75,$937.33,$68.15
15-12-2022,8484416520,84312010,Machinery and Mechanical Appliances,JOINT ASSY UNIVERSAL 2TON-130804 00097NEW FORKLIFT TRUCK PARTS,INDIA,TVS MOBILITY PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),SOUTH KOREA,"DOOSAN INDUSTRIAL VEHICLES CO., LTD",YINCHUAN,NOS,3,$355.92,$118.64
14-12-2022,8484609997,84539090,Machinery and Mechanical Appliances,UNIVERSAL JOINT FOR RUBBER ROLLER (SPARE PARTS FOR MOSCONI SPLITTING MACHINE),INDIA,OMEGA INTERNATIONAL,PATPARGANJ (INPPG6),ITALY,MOSCONI S P A,GENOA,KGS,12,$523.74,$43.65
14-12-2022,8484609996,84539090,Machinery and Mechanical Appliances,UNIVERSAL JOINT FOR GAUGE ROLLER (SPARE PARTS FOR MOSCONI SPLITTING MACHINE),INDIA,OMEGA INTERNATIONAL,PATPARGANJ (INPPG6),ITALY,MOSCONI S P A,GENOA,KGS,10,$381.89,$38.19
14-12-2022,8484107791,84836090,Machinery and Mechanical Appliances,BJ125ACD72312 CONSTANT VELOCITY UNIVERSAL JOINT (FOR INDUSTRIAL MACHINERY) 3EX1 0 MM 0 KG,INDIA,NTN BEARING INDIA PRIVATE LIMITED,CHENNAI SEA (INMAA1),JAPAN,NTN CORPORATION.,NAGOYA,PCS,1,"$1,460.77","$1,460.78"
14-12-2022,8484107790,84836090,Machinery and Mechanical Appliances,BJ125ACD72313 CONSTANT VELOCITY UNIVERSAL JOINT (FOR INDUSTRIAL MACHINERY) 3EX1 0 MM 0 KG,INDIA,NTN BEARING INDIA PRIVATE LIMITED,CHENNAI SEA (INMAA1),JAPAN,NTN CORPORATION.,NAGOYA,PCS,1,"$1,414.25","$1,414.26"
