DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,DESTINATION PORT,BUYER,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT, QUANTITY , VALUE(USD) , UNIT PRICE ,Seller Group,Buyer Group,Spare / Unit / Others,Product,Model,Category,Type,Manufacturer,Relevancy,Buyer_Type,Seller_Type
20-01-2021,1018202646,72051011,Iron and Steel,STEEL SHOTS- WS330 (CAPTIVE CONSUMPTION) ,INDIA,NHAVA SHEVA SEA (INNSA1),BHARAT FORGE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 4,689 ", $ 0.78 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,Manufacturer
09-05-2019,0905201912546727,72051011,Iron and Steel,STEEL SHOTS- WS330 (CAPTIVE CONSUMPTION) -,INDIA,NHAVA SHEVA SEA (INNSA1),BHARAT FORGE LIMITED,FRANCE,Winoa Group,,MTS,  12 ," $ 9,818 ", $ 818.13 ,,,,Steel Shot,S330,Shots,High Carbon,,,End Customer,
12-01-2019,120120192550390,72051021,Iron and Steel,STEEL SHOTS WS330 (CAST STEEL),INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  9 ," $ 6,768 ", $ 0.75 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
28-03-2019,280320197949040,72051021,Iron and Steel,STEEL SHOTS WS330 (CAST STEEL),INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  15 ," $ 11,331 ", $ 755.43 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
13-06-2019,1.3062E+15,72051021,Iron and Steel,STEEL SHOTS WS330 (CAST STEEL) -,INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  12 ," $ 8,889 ", $ 740.72 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
13-06-2019,1.3062E+15,72051021,Iron and Steel,STEEL SHOTS WS330 (CAST STEEL) -,INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  18 ," $ 13,190 ", $ 732.80 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
14-01-2023,5660891002,72051021,Iron and Steel,STEEL SHOTS WS330 1500 KGS X 3 FUMIGATED PALLET WSR330WA01,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  5 ," $ 4,032 ", $ 0.90 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
18-02-2023,9326592856,72051021,Iron and Steel,STEEL SHOTS WS330 1500 KGS X 5 FUMIGATED PALLET WSR330WA01,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  8 ," $ 7,542 ", $ 1.01 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
03-04-2019,0304201910742275,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 10 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  15 ," $ 11,421 ", $ 0.76 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
07-06-2019,0706201919023349,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 10 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  15 ," $ 11,111 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
05-08-2019,0508201924945573,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 10 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  15 ," $ 10,176 ", $ 0.68 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
27-05-2019,2.7052E+15,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 11 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  17 ," $ 12,067 ", $ 0.73 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
05-01-2019,050120191869138,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 12 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  18 ," $ 13,516 ", $ 0.75 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
11-01-2019,110120191947980,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 18 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  27 ," $ 20,304 ", $ 0.75 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
10-06-2019,1.0062E+15,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 18 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  27 ," $ 19,786 ", $ 0.73 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-02-2019,080220194593521,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 2 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  3 ," $ 2,269 ", $ 0.76 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
21-04-2022,1057839321,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 2 PALLETS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  3 ," $ 2,690 ", $ 0.90 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
06-04-2022,1118555660,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 2 PLT ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  3 ," $ 2,744 ", $ 0.91 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-04-2020,0804202011999169,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 3 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  5 ," $ 2,862 ", $ 0.64 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-05-2021,1144505504,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 3 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  5 ," $ 3,439 ", $ 0.76 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
10-06-2022,1158422809,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 3 PALLETS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  5 ," $ 4,110 ", $ 0.91 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
05-07-2019,0507201921852441,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  6 ," $ 4,465 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
26-09-2019,260920192258140,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 4,008 ", $ 0.67 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-01-2020,080120201974445,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 3,809 ", $ 0.63 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-01-2020,080120201973252,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 3,585 ", $ 0.60 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
28-01-2020,280120202161640,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 3,566 ", $ 0.59 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
29-06-2020,2.9062E+15,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 3,900 ", $ 0.65 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
03-11-2020,0311202028677374,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 3,421 ", $ 0.57 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-03-2021,1025814159,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 3,676 ", $ 0.61 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-05-2021,1071665422,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 4,586 ", $ 0.76 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
23-05-2021,1156833668,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 4,463 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
30-07-2021,1156204581,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  6 ," $ 4,552 ", $ 0.76 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-02-2021,1300511795,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 4 PCS (SIMS NO: STL194360),INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 3,616 ", $ 0.60 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
12-10-2020,1.2102E+15,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 5 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  8 ," $ 4,326 ", $ 0.58 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
10-06-2022,1105810806,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 5 PALLETS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  8 ," $ 6,850 ", $ 0.91 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
25-12-2021,1141185857,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 5 PLT ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  8 ," $ 6,752 ", $ 0.90 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
26-06-2019,2.6062E+15,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 6 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  9 ," $ 6,686 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
09-04-2021,1105518569,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 6 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  9 ," $ 6,734 ", $ 0.75 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
16-09-2019,160920192157310,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 7 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  11 ," $ 7,109 ", $ 0.68 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
16-09-2019,160920192157290,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 7 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  11 ," $ 7,004 ", $ 0.67 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
19-09-2019,190920192194940,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 7 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  11 ," $ 7,004 ", $ 0.67 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
25-09-2020,2.5092E+15,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 7 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  11 ," $ 6,008 ", $ 0.57 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
11-01-2021,1150930685,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 7 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  11 ," $ 6,304 ", $ 0.60 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
19-01-2019,190120191989690,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 8 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  12 ," $ 9,029 ", $ 0.75 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
12-03-2019,120320197321540,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 8 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  12 ," $ 9,035 ", $ 0.75 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
16-09-2019,160920192157280,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 8 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  12 ," $ 8,124 ", $ 0.68 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
17-03-2020,1.7032E+15,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 8 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  12 ," $ 7,467 ", $ 0.62 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-09-2020,0809202022663100,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 8 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  12 ," $ 6,913 ", $ 0.58 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
14-02-2019,140220194695980,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 9 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  14 ," $ 10,211 ", $ 0.76 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
21-02-2019,210220194791610,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KG X 9 NOS,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  14 ," $ 10,211 ", $ 0.76 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-03-2021,1763775604,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KGS X 3 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  5 ," $ 2,757 ", $ 0.61 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
16-11-2021,1118135828,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KGS X 5 PLT ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  8 ," $ 7,128 ", $ 0.95 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
16-11-2021,1110521656,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500 KGS X 8 PLT ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  12 ," $ 11,405 ", $ 0.95 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
18-05-2022,1096025476,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500KG X 4 PALLETS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  6 ," $ 5,239 ", $ 0.87 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
05-04-2022,1015324337,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL 1500KG X4 PLT ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  6 ," $ 5,487 ", $ 0.91 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
21-06-2022,1052590375,72051021,Iron and Steel,STEEL SHOTS WS330 T-PAL.1500 KG X 6 PALLETS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  9 ," $ 8,857 ", $ 0.98 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
23-08-2022,0284665716,72051021,Iron and Steel,STEEL SHOTS WS330 WSR330WA01 T-PAL . 1500 KG X 3 PLT ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  5 ," $ 4,199 ", $ 0.93 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
23-08-2022,0284665718,72051021,Iron and Steel,STEEL SHOTS WS330 WSR330WA01 T-PAL .1500 KG X 4 PLT ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  6 ," $ 5,599 ", $ 0.93 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
30-07-2022,1187159088,72051021,Iron and Steel,STEEL SHOTS WS330 WSR330WA01 T-PAL .1500KG X 6 PALLETS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  9 ," $ 9,024 ", $ 1.00 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
13-07-2022,1097540330,72051021,Iron and Steel,STEEL SHOTS WS330 WSR330WA01 T-PAL.1500 KGS X 11 PALLETS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  17 ," $ 15,862 ", $ 0.96 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
08-10-2022,9200835087,72051021,Iron and Steel,STEEL SHOTS WS330 WSR330WA01 T-PAL\ 1500 KGS X 4 PLT ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 4,773 ", $ 0.80 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
18-02-2023,9326593167,72051021,Iron and Steel,STEEL SHOTS WS330. 1500KGS X4 FUMIGATED PALLET WSR330WA01,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 6,033 ", $ 1.01 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
10-07-2023,3753185936,72051021,Iron and Steel,STEEL SHOTS WS330| 1500KGS X 6 FUMIGATED PALLET WSR330WA01,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  9 ," $ 8,436 ", $ 0.94 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
10-07-2023,3753183962,72051021,Iron and Steel,STEEL SHOTS WS330|1500KGS X 6 FUMIGATED PALLET WSR330WA01,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  9 ," $ 8,397 ", $ 0.93 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
23-05-2021,1087983581,72051021,Iron and Steel,STEEL SHOTS WS336 T-PAL 1500 KG X 4 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  6 ," $ 4,463 ", $ 0.74 ,,,,Steel Shot,S330,Shots,High Carbon,,,Reseller,Manufacturer
23-12-2020,2.3122E+15,72051021,Iron and Steel,STEEL SHOTS WS390 ,INDIA,GRFL ICD/SAHNEWAL (INSGF6),CARBON AND GRAPHITE CO,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  3 ," $ 2,305 ", $ 768.33 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
23-03-2021,1838310387,72051021,Iron and Steel,STEEL SHOTS WS390 ,INDIA,GRFL ICD/SAHNEWAL (INSGF6),CARBON AND GRAPHITE CO,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  3 ," $ 2,306 ", $ 768.52 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
30-10-2021,1849844549,72051021,Iron and Steel,STEEL SHOTS WS390 ,INDIA,GRFL ICD/SAHNEWAL (INSGF6),CARBON AND GRAPHITE CO,FRANCE,Winoa Group,,MTS,  3 ," $ 2,878 ", $ 959.48 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
20-04-2022,1030505138,72051021,Iron and Steel,STEEL SHOTS WS390 ,INDIA,GRFL ICD/SAHNEWAL (INSGF6),CARBON AND GRAPHITE CO,FRANCE,Winoa Group,,MTS,  3 ," $ 3,379 "," $ 1,126.43 ",,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
26-09-2022,1324051314,72051021,Iron and Steel,STEEL SHOTS WS390 ,INDIA,GRFL ICD/SAHNEWAL (INSGF6),CARBON AND GRAPHITE CO,FRANCE,Winoa Group,,MTS,  3 ," $ 3,165 "," $ 1,055.08 ",,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
24-11-2020,2.4112E+15,72051021,Iron and Steel,STEEL SHOTS WS390 - T-PAL 1500 KG X 3 NOS ,INDIA,CHENNAI SEA (INMAA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,,MTS,  5 ," $ 2,597 ", $ 0.58 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
05-12-2019,0512201919527051,72051021,Iron and Steel,STEEL SHOTS WS390 ( CAST STEEL ) ,INDIA,NHAVA SHEVA SEA (INNSA1),WINOA ABRASIVES INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  5 ," $ 3,001 ", $ 666.91 ,,,,Steel Shot,S390,Shots,High Carbon,,,Reseller,Manufacturer
28-02-2019,280220193103610,72051021,Iron and Steel,STEEL SHOTS WS390 T-PAL,INDIA,HAZIRA PORT,FLOMETALLIC INDIA PRIVATE LIMITED,FRANCE,Winoa Group,FOS-SUR-MER,MTS,  11 ," $ 9,164 ", $ 0.87 ,,,,Steel Shot,S390,Shots,High Carbon,,,End Customer,
